date,q_load,q_pv,q_source,soc0_actual,soc24_actual,purchase_kwh,plan_cost,emergency_kwh,emergency_cost,total_cost,curtail_kwh,n_simultaneous_plan,max_unserved_kwh
2025-06-10,0.8,0.2,fixed,1200.0,1200.0,76275.4380748,46525.93860962584,2189.3167556999942,12041.664084794478,58567.60269442032,2762.154374086421,0,0.0
2025-06-11,0.8,0.2,fixed,1200.0,1203.708945,76567.43203659999,46556.653883838095,4981.103866836664,29280.415096795074,75837.06898063316,1217.5086700000004,0,0.0
2025-06-12,0.8,0.2,fixed,1203.708945,1200.0,79052.414714,48697.8077754198,1313.291694433334,7717.395128150376,56415.20290357018,3715.593021432096,0,0.0
2025-06-13,0.8,0.2,fixed,1200.0,1373.9502430740747,34865.439708000005,19697.605246994302,383.5313889666667,2475.2210896848005,22172.826336679103,4173.139711086421,0,0.0
2025-06-14,0.8,0.2,fixed,1373.9502430740747,1200.0,33522.295737,18817.8353833977,869.3754704599978,4191.04515757243,23008.88054097013,5959.67585312346,0,0.0
2025-06-15,0.8,0.2,fixed,1200.0,1200.0,78747.75930420001,48565.864018067645,580.5716030333333,2264.40888917992,50830.27290724756,4693.531328382727,0,0.0
2025-06-16,0.8,0.2,fixed,1200.0,1228.9043334074074,79221.542566,48912.4636610984,747.6898163666647,4234.071234044604,53146.534895143006,3025.9495775761266,0,0.0
2025-06-17,0.8,0.2,fixed,1228.9043334074074,1200.0,78598.750657,48376.0698734723,2822.4880710999996,16290.469526177785,64666.53939965008,2825.1170674115265,0,0.0
2025-06-18,0.8,0.2,fixed,1200.0,1200.0,79393.22386059999,48929.333641725956,1090.948586966666,5930.526055451665,54859.85969717762,5879.952767082305,0,0.0
2025-06-19,0.8,0.2,fixed,1200.0,1277.2214940000001,79463.285187,49016.819145792295,753.659055399998,4450.257875899904,53467.077021692196,7863.167127403298,0,0.0
2025-06-20,0.8,0.2,fixed,1277.2214940000001,1200.0,32959.642144,18475.2761225711,611.0543883999982,2158.525253335525,20633.801375906623,8747.23423819753,0,0.0
2025-06-21,0.8,0.2,fixed,1200.0,1244.9629350000002,32928.384186,18330.779099246698,222.5709967999975,1136.2495929559157,19467.028692202613,11280.260847728397,0,0.0
2025-06-22,0.8,0.2,fixed,1244.9629350000002,1200.0,77561.7654224,47790.867634467664,422.71149823333167,1819.221760268225,49610.089394735885,6862.46151806585,0,0.0
2025-06-23,0.8,0.2,fixed,1200.0,1210.500468,76954.32522900001,47208.422338471195,889.6415982666706,4539.308613030314,51747.73095150151,6783.316749238687,0,0.0
2025-06-24,0.8,0.2,fixed,1210.500468,1219.4604960000004,75417.64685660001,46071.59513458881,5063.289524569991,28497.78339130692,74569.37852589574,97.97822000000053,0,0.0
2025-06-25,0.8,0.2,fixed,1219.4604960000004,1200.0,76005.0499039,46527.27578469724,447.28438446666405,1757.2409691054834,48284.51675380272,1721.1736310534993,0,0.0
